position	channelId	channelTitle	videoId	publishedAt	publishedAtSQL	videoTitle	videoDescription	tags	videoCategoryId	videoCategoryLabel	duration	durationSec	dimension	definition	caption	thumbnail_maxres	licensedContent	viewCount	likeCount	dislikeCount	favoriteCount	commentCount
1010	UCcyCfwoMxRqhVQDWl9CFHGQ	ANADIPS	e4O6WD10DH0	2021-01-16T23:45:33Z	2021-01-16 23:45:33	16/01 🔊 ANADIPS INFORMATIVO! - A crise do Oxigênio em MANAUS	A secretaria de saúde sabia que iria faltar oxigênio. 🔊 ANADIPS INFORMATIVO! #vidasidosasimportam ☝️🎯⚽🥅 Siga a ANADIPS nas Redes Sociais ✅ Twitter - https://twitter.com/anadipsorg ✅ Facebook - https://www.facebook.com/anadips.org ✅Instagram - https://www.instagram.com/anadipsorg ✅ Youtube - https://www.youtube.com/channel/UCcyCfwoMxRqhVQDWl9CFHGQ 🌐Site Oficial - https://www.anadips.org.br/ UY4eOBit	UY4eOBit,vidas idosas importam,anadips,ANANADIPS,#vacina,#manaus	29	Nonprofits & Activism	PT14M48S	888	2d	hd	false	https://i.ytimg.com/vi/e4O6WD10DH0/maxresdefault.jpg		3814	129	1	0	68
1011	UCF453hXTROcm9CfCERYUjtQ	Rádio Bandeirantes	yVewjQ0-xOI	2021-01-16T12:29:36Z	2021-01-16 12:29:36	MANAUS: 70 MIL METROS CÚBICOS DE OXIGÊNIO É ENTREGUE DE BELÉM	JORNAL GENTE, na Rádio Bandeirantes De segunda a sábado, das 8h às 10h. Edição de 16/01/2021 #RádioBandeirantes #TradiçãoNoRádio	Rádio Bandeirantes,Rádio,Bandeirantes,RB,Jornal Gente,Gente,Política,Saúde,Economia,Brasil,São Paulo,Presidente,Jair Bolsonaro,Bolsonaro,João Doria,Doria,Coronavírus,Covid-19,vacina,coronavac,Oxford,pfizer,fiocruz,imunizante,Instituto Butantan,Butantan,Thays Freitas,Cláudio Humberto,Pedro Campos	25	News & Politics	PT11M4S	664	2d	hd	false	https://i.ytimg.com/vi/yVewjQ0-xOI/maxresdefault.jpg	1	441	16	1	0	4
1012	UCKDZ8l2nbMHzysk4IAVflUw	Stories Interior	zAnq74FcbsQ	2021-01-16T21:58:28Z	2021-01-16 21:58:28	Gusttavo Lima -Doa oxigênio #Manaus	Vídeo de DEUS E JUIZ		22	People & Blogs	PT12S	12	2d	hd	false	https://i.ytimg.com/vi/zAnq74FcbsQ/maxresdefault.jpg		145	3	0	0	0
1013	UCqzcuPrha_1AEysehjpTFVQ	Stories da Fama	ftL6IJxzgB8	2021-01-16T13:50:17Z	2021-01-16 13:50:17	GUSTTAVO LIMA fala da carga de oxigênio para Manaus...	GUSTTAVO LIMA fala da carga de oxigênio para Manaus... 🔴Se gostou se inscreva, curta e compartilhe nossos vídeos, obrigado! #gusttavolima, #ajudamanaus	GUSTTAVO LIMA brinca com os filhos e come 7 PAMONHAS KKKK Veja mais!,stories dos famosos,story dos famosos,stories do instagram,stories dos cantores,gusttavo,lima,gusttavo lima stories,gusttavo lima story,Gusttavo Lima,Andressa Suita,gusttavo lima e filhos,filhos de gusttavo lima,gusttavo lima manaus,gusttavo lima ajuda manaus,oxigenio manaus,stories gusttavo lima,story gusttavo lima,story gustavo lima,gusttavo lima fala de manaus	22	People & Blogs	PT1M32S	92	2d	hd	false	https://i.ytimg.com/vi/ftL6IJxzgB8/maxresdefault.jpg		49	1	0	0	0
1014	UC3eTcEwCUpQkg1251a0h2QA	Donizete Arruda	ZRHrv2D9uYA	2021-01-16T14:08:30Z	2021-01-16 14:08:30	Como a crise de oxigênio em Manaus pode afetar outras capitais	Nessa semana o jornalista Donizete Arruda comenta como a crise de oxigênio em Manaus pode afetar outras capitais. Saiba também os bastidores da disputa à Presidência da Câmara dos Deputados e Senado Federal - como votam os deputados e os senadores cearenses e o busca de apoio dos candidatos no Ceará. #manaus #disputacamara	donizete arruda,cid gomes,eleição na camara,eleição no senado,rodrigo maia,arthur lira,baleia rossi,deputados cearenses	22	People & Blogs	PT15M22S	922	2d	hd	false	https://i.ytimg.com/vi/ZRHrv2D9uYA/maxresdefault.jpg	1	1303	172	47	0	28
1015	UCWJW42btthEwY60SPUCaoYg	Igreja Querigma! Buscando almas para Cristo !	QNXcsuzD6pU	2021-01-16T17:26:19Z	2021-01-16 17:26:19	ESTADO CRÍTICO COLOCA MANAUS EM CENÁRIO DE GUERRA,SEM OXIGÊNIO PACIENTES MORRE NOS HOSPITAIS !!			22	People & Blogs	PT10M28S	628	2d	hd	false	https://i.ytimg.com/vi/QNXcsuzD6pU/maxresdefault.jpg		46	5	0	0	3
1016	UCmcs7xeIoddio6VCbasipgQ	Portal SorocabaniceS	wS9Q9uqw60A	2021-01-16T20:36:31Z	2021-01-16 20:36:31	Gusttavo Lima freta Boeing para levar cilindros de oxigênio para Manaus	Gusttavo Lima freta Boeing para levar cilindros de oxigênio para Manaus		22	People & Blogs	PT1M18S	78	2d	hd	false	https://i.ytimg.com/vi/wS9Q9uqw60A/maxresdefault.jpg		321	12	0	0	1
1017	UCwRFR2CFEzzUAJvLACRBS1w	Jon G Montano	zZ7k7Qzs2zY	2021-01-16T15:33:53Z	2021-01-16 15:33:53	✅ Gusttavo Lima usou boing para enviar cilindros de oxigênio a Manaus	✅ Gusttavo Lima usou boing para enviar cilindros de oxigênio a Manaus 💖 Please Subscribe: https://www.youtube.com/channel/UCwRFR2CFEzzUAJvLACRBS1w?sub_confirmation=1 💖 #GusttavoLima Source: https://natelinha.uol.com.br/famosos/2021/01/16/gusttavo-lima-usou-boing-para-enviar-cilindros-de-oxigenio-a-manaus-157184.php	Gusttavo Lima	22	People & Blogs	PT4M12S	252	2d	hd	false			100	4	0	0	0
1018	UC_GyeozqUkKvW6Wc9LpQQ-g	Mix Sertanejo - WebNejo	R9kHhHW_Kd8	2021-01-16T19:38:30Z	2021-01-16 19:38:30	Cilindros de oxigênio doados pelo cantor Gustavo Lima chega a Manaus			10	Music	PT41S	41	2d	sd	false			867	46	1	0	3
1019	UC10C_bMWgZlv0ZtcavGLx5g	Marcos Balieiro	DYVkyngGJe0	2021-01-16T15:32:11Z	2021-01-16 15:32:11	FORÇA MANAUS OXIGENIO ESTÁ CHEGANDO!	Estamos em uma grande força tarefa na EMPRESA IBG GASES, com todos os colaboradores para ajudar nossos irmãos de Manaus. Todos de mãos dadas essa hora, para fazer algo muito especial que é ajudar o próximo!	oxigênio Manaus,Manaus,Oxigênio	22	People & Blogs	PT1M	60	2d	hd	false	https://i.ytimg.com/vi/DYVkyngGJe0/maxresdefault.jpg		499	60	0	0	15
1020	UCQ7MGdTqaL1Npe_Yg_LBHRA	JUNINHO DIVULGAÇÕES	UNRppRXYr4U	2021-01-16T14:25:58Z	2021-01-16 14:25:58	URGENTE: GUSTTAVO LIMA MANDA BEING LOTADO DE OXIGÊNIO PARA MANAUS | DOAÇÃO DE OXIGÊNIO PARA MANAUS	Falta oxigênio em Manaus Gusttavo Lima doa um BERING LOTADO de Oxigênio para Manaus Gusttavo Lima Manda Carga de Cilindros OXIGÊNIO PARA MANAUS OXIGÊNIO Covid 19 Manaus Coronavirus SOS Amazonas: Gusttavo Lima mostra avião lotado de cilindros de oxigênio em direção a Manaus O cantor se juntou ao time de famosos que se engajaram na ajuda humanitária ao estado, castigado pela crise da Covid-19 e a subsequente falta de vagas e recursos em hospitais O cantor Gusttavo Lima se engajou na ajuda ao estado do Amazonas, que passa por uma crise sem precedentes devido à superlotação de hospitais – como reflexo da pandemia – e a decorrente falta de cilindros de oxigênio. Na manhã deste sábado (16), o sertanejo comemorou uma vitória do esforço humanitário. Nas redes sociais, ele compartilhou um avião Boeing sendo carregado com os cilindros em direção a Manaus. "Carga feita... um Boeing lotado de oxigênio com destino a Manaus!", comemorou o ex-marido de Andressa Suita. Gusttavo Lima faz Doação de Oxigênio para Manaus	Gusttavo Lima,Boeing,Lotado,Cilíndrico,Manaus,Amazônia,Coronavirus,covid19,OXIGÊNIO,GusttavoLimaOxigênio,GusttavoLimaAjudaManaus	25	News & Politics	PT1M35S	95	2d	hd	false		1	724	59	0	0	12
1021	UCL8reccNHLM5cVScvvStlBw	Portal RealTime1 	wm6qt7pHSdY	2021-01-16T19:09:47Z	2021-01-16 19:09:47	Manaus recebe mais oxigênio na madrugada de sábado	A carga de 70 mil metros cúbico foi comprada no Pará. Carretas com os insumos saíram da balsa direto para os hospitais. O governador do Amazonas recebeu a carga durante a madrugada em Manaus. Há uma força-tarefa composta por vários órgãos atuando para diminuir os impactos causados pela crise do oxigênio nas unidades de saúde da rede pública do Amazonas. ▶️ Inscreva-se no nosso canal e ative o sininho para não perder nenhum vídeo: https://bit.ly/YouTube_Realtime1 ------------- 🤳Nossas redes: Facebook | https://www.facebook.com/realtimeum Instagram | https://www.instagram.com/realtimeum Twitter | https://twitter.com/realtimeum ------------- 📱Inscreva-se na nossa lista de transmissão para receber conteúdo exclusivo diretamente no seu WhatsApp: https://bit.ly/Lista_RTime1 ------------- 🔗Quer ficar por dentro de mais notícias? Confira nosso site: https://realtime1.com.br	noticias manaus,manaus,boletim de notias manaus,politica manaus	25	News & Politics	PT49S	49	2d	hd	false	https://i.ytimg.com/vi/wm6qt7pHSdY/maxresdefault.jpg		173	11	0	0	0
1022	UC_HL6wNQqeL5z2JC5evt3-A	CANAL BUTECO	Sv4uv01X-_Y	2021-01-16T15:15:01Z	2021-01-16 15:15:01	GUSTTAVO LIMA DOA AVIÃO LOTADO DE CILINDROS DE OXIGÊNIO PARA MANAUS	🔴Para ficar por dentro das novidades do Canal:🔴 ➊ Se inscreva no Canal ✔ ➋ Ative o sininho de notificações ✔ ➌ Deixe seu like nos vídeos ✔ ➍ Comente!!! ✔ #aovivoagora	lives da semana,lives hoje,lives sertanejas,gusttavo lima,live agora,ao vivo agora,bruno e marrone,leonardo,maiara e maraisa,marilia mendonça,sertanejo 2020,lançamentos sertanejos,lives antigas,luan santana,lives do brasil,futebol 2020,campeonato brasileiro,libertadores,copa do brasil,Grêmio,Flamengo,TV,vídeos engraçados,GUSTTAVO LIMA DOA AVIÃO LOTADO DE CILINDROS DE OXIGÊNIO PARA MANAUS	10	Music	PT1M36S	96	2d	hd	false	https://i.ytimg.com/vi/Sv4uv01X-_Y/maxresdefault.jpg	1	362	34	0	0	9
1023	UCWS5F4p6vprd5T7qhhjKERg	O Português	t0fGu83m7pU	2021-01-16T19:37:00Z	2021-01-16 19:37:00	😱TIRULLIPA VOLTA ATRÁS SOBRE OXIGÊNIO EM MANAUS E TRETA COM FELIPE NETO?!	Tirullipa voltou a falar da suposta treta que aconteceu na internet com Felipe Neto, falou que os dois conversam e que se intenderam. Por sua vez Felipe Neto falou e deixou um desabafo sobre os veículos de fofoca. Assista o video e saiba de tudo. CANAL NOVO: https://youtu.be/Lzc1EU6wUOI ‪Tornar-se um membro do meu canal https://www.youtube.com/channel/UCWS5F4p6vprd5T7qhhjKERg/join e ter acesso a ‬lives exclusivas, grupo de celular e muito mais. Deixem o vosso Like se gostarem e inscrevam-se no canal para me ajudarem na divulgação e compartilhem com os amigos. Obrigado! © Copyright 2016 - O Português. Proibida a reprodução sem autorização prévia! Instagram: http://www.instagram.com/oportuguesoficial E-mail; espumadebarbear@gmail.com #FiqueEmCasa	fofocas,famosos,babados,fofoca,celebridades,noticias,memes,babado,humor,supercelebridade,deboche,treta,a tarde é sua,programa 16\\\\/01\\\\/2021,o portugues,o português,19091985portugues,Leo Dias entrevista Metrópoles,felipe neto e tirullipa,tirullipa para Felipe neto,tirullipa stories,felipe neto stories,Felipe neto manaus,Felipe neto e tirullipa,🔥TIRULLIPA MANDA RECADO PARA FELIPE NETO SOBRE SITUAÇÃO EM MANAUS?!	24	Entertainment	PT8M6S	486	2d	hd	false	https://i.ytimg.com/vi/t0fGu83m7pU/maxresdefault.jpg	1	16996	2428	66	0	335
1024	UC9zqTTVeClpqMQ5CLuJdWtw	Drauzio Varella	FBT1bMIc2bw	2021-01-16T22:59:27Z	2021-01-16 22:59:27	O caos em Manaus por dra. Anne Menezes | Linha de Frente	O depoimento da médica Anne Menezes, residente do Hospital Getúlio Vargas, primeiro hospital em que faltou oxigênio em Manaus, é forte, porém necessário. Os profissionais de saúde estão enfrentando sozinhos uma tragédia anunciada. Estamos lidando com o novo coronavírus e suas consequências há quase 1 ano e ainda não temos ações coordenadas de enfrentamento à pandemia que priorizem a prevenção da doença, o atendimento dos pacientes e a garantia de melhores condições de trabalho aos profissionais que estão na linha de frente. Na segunda, 18/1, confira a entrevista completa da dra. Anne ao dr. Drauzio em nosso Youtube. Veja também: Manaus vive colapso no sistema de saúde, sem previsão para acabar http://bit.ly/3sukG5D Site: http://www.drauziovarella.uol.com.br Facebook: https://www.facebook.com/drauziovarella Instagram: @sitedrauziovarella Realização: http://www.uzmk.com.br Assista também: Drauzio Dichava: https://www.youtube.com/watch?v=7fpBrVl883Y&list=PLLcA2I5B3SENEMDqXgKY6l3LN735rWIaI Drauzio em Campo: https://www.youtube.com/watch?v=PX6MBbO8lpQ&list=PLLcA2I5B3SEMbKTWMPCbd0kziJ3POfsIF Animações: https://www.youtube.com/watch?v=lc_m_X_jf1o&list=PLLcA2I5B3SEOfBtUiiaki3sOjhJHylnEu) Escute nossos podcasts: Entrementes: https://open.spotify.com/show/7c9GwDLbj0Su90btBg9qkA?si=0rhDDBI-T_2Y7s086NJplw Por que Dói?: https://open.spotify.com/show/1TUUCnsaezALPbMeBCzlM8?si=tJWsGh84TteUR_D27KLSUw	Manaus,oxigênio,drauzio,coronavírus,depoimento,médica,Amazonas,Anne Menezes,falta de oxigênio,caos em Manaus,mortes coronavírus,tragédia	28	Science & Technology	PT7M29S	449	2d	hd	false	https://i.ytimg.com/vi/FBT1bMIc2bw/maxresdefault.jpg	1	122555	9877	286	0	808
1025	UCNADxMr21OXauqlNMFa0Yug	A HORA SE APROXIMA	n5yICx1mg4A	2021-01-16T00:23:37Z	2021-01-16 00:23:37	URGENTE!!! MANAUS/EM COLAPSO/PESSOAS MORRENDO/POR FALTA DE OXIGÊNIO/ VARIANTE CONTAGIOSA/2021FIM	CANAL;A HORA SE APROXIMA inscreva-se no nosso canal #jesusestávoltando #jesusestávoltando BRASIL Manaus em colapso por falta de oxigênio pessoas estão morrendo link da matéria ⤵️⤵️⤵️ https://g1.globo.com/am/amazonas/noticia/2021/01/14/covid-19-manaus-vive-colapso-com-hospitais-sem-oxigenio-doentes-levados-a-outros-estados-cemiterios-sem-vagas-e-toque-de-recolher.ghtml INCREVA-SE NO CANAL ATIVE O SININHO PARA RECEBER TODAS AS PUBLICAÇÕES E QUE DEUS VOS ABENÇOE		22	People & Blogs	PT2M54S	174	2d	sd	false	https://i.ytimg.com/vi/n5yICx1mg4A/maxresdefault.jpg		33	3	0	0	0
1026	UCgYyHZqprWeHXzn8LhDU-fw	Hipeponymous1	f1YTUQZTN_c	2021-01-16T15:25:54Z	2021-01-16 15:25:54	Gusttavo Lima mostra Boeing com oxigênio para Manaus: "Vai salvar muitas vidas"	Gusttavo Lima mostra Boeing com oxigênio para Manaus: "Vai salvar muitas vidas" Please subscribe: https://www.youtube.com/channel/UCgYyHZqprWeHXzn8LhDU-fw?sub_confirmation=1 ------------------- ------------------- Source: https://br.vida-estilo.yahoo.com/gusttavo-lima-boeing-oxigenio-manaus-144736840.html		22	People & Blogs	PT6M18S	378	2d	hd	false	https://i.ytimg.com/vi/f1YTUQZTN_c/maxresdefault.jpg		4	1	0	0	0
1027	UCCnf4lycV8PHPD6enWMSXFQ	Antonio Mamede - Anfermam	7K7LSQd1fRw	2021-01-16T20:07:14Z	2021-01-16 20:07:14	Manaus sem oxigênio	Reproduzido da Agencia Brasil Manaus: familiares buscam cilindros de oxigênio para salvar pacientes Aumento de casos de covid leva capital a falta de oxigênio hospitalar Publicado em 15/01/2021 - 21:33 Por Camila Boehm – Repórter da Agência Brasil - São Paulo A crise na saúde do estado do Amazonas levou os familiares de pacientes infectados por covid-19 a buscarem cilindros de oxigênio por conta própria para tentar evitar que seus parentes morressem por asfixia. Eles chegaram a sair com cilindros vazios dos hospitais da capital Manaus em busca de locais que pudessem enchê-los. O estoque de oxigênio acabou em vários hospitais da cidade nesta quinta-feira (14), o que levou pacientes internados à morte, segundo relatos de médicos que trabalham na cidade. A informação foi confirmada pelo presidente do Sindicato dos Médicos do Amazonas (Simeam), Mário Vianna, que trabalha no Hospital Universitário Getúlio Vargas, em Manaus, e está na linha de frente de combate à covid-19. “Nós estamos em um cenário de guerra e, nesse cenário, principalmente na linha de frente, há pessoas que vêm a falecer, ou seja, que são abatidas em combate”, desabafou o médico sobre as mortes causadas pela falta de oxigênio. “As pessoas [estavam] saindo do hospital com cilindro arrastando indo atrás de oxigênio. Um familiar com paciente que precisa do oxigênio faz qualquer negócio. Os valores de cilindros aumentaram absurdamente, como também das medicações, e nós não vemos nenhuma atuação dos órgãos de controle social. Cadê o Ministério Público? Cadê a Polícia Federal? Cadê a Polícia Civil?”, disse. Conforme a Agência Brasil divulgou, o aumento do número de casos da doença e a necessária corrida para abrir novos leitos hospitalares fez com que a demanda por oxigênio medicinal aumentasse exponencialmente. Na terça-feira (12), o volume do produto consumido nos hospitais da rede pública de saúde foi mais de 11 vezes superior à média diária habitual de consumo. Segundo acompanhantes de pacientes com covid-19 internados no Hospital e Pronto-Socorro 28 de Agosto, também na capital amazonense, o nível de oxigênio para pacientes com covid-19 na unidade chegou a ser reduzido devido à falta do insumo. Fátima Mello, de 60 anos, está com o filho de 39 anos internado no local com covid-19, dependendo de oxigênio. Ela contou que na quarta-feira (13), o hospital começou a reduzir o oxigênio dos pacientes, o que levou alguns hospitalizados a terem queda da saturação e a passarem mal. “Meu filho estava saturando entre 91 e 92. À noite, quando reduziram o oxigênio, ele começou a saturar 69, ele amanheceu o dia mole, não conseguia nem abrir o olho de tão mal que ele passou a noite. E, se eu não tivesse conseguido o oxigênio para ele, ele teria morrido”, relatou. Ela conseguiu comprar um cilindro por R$ 6 mil, mas afirmou que os valores estão subindo. “Hoje eu vi anunciando R$ 8 mil o mesmo cilindro, que dura três horas. Entendeu a nossa preocupação? Porque a gente disponibiliza uma quantia dessas para durar três horas e aí não chega o oxigênio [do próprio hospital depois], vai morrer do mesmo jeito”, desabafou. Outros familiares não tiveram a mesma condição de comprar o cilindro – seja por falta no mercado, seja pelo preço – e, na tarde de ontem, tiveram que assistir a uma nova redução da oferta de oxigênio aos pacientes, conforme relatou Fátima, e, na ocasião, os acompanhantes foram retirados do hospital. “Começou a morrer muita gente. E aí eles tiraram todos os acompanhantes que estavam dentro do hospital, tiraram todos os acompanhantes porque eles iriam desligar [o oxigênio] 17h porque não tinha mais. A diretoria do hospital pedindo oxigênio e não chegava, nada de oxigênio. Começou a morrer gente, morrer gente e a família correndo atrás de oxigênio, todo mundo desesperado em Manaus”, contou Fátima. Segundo Fátima, por volta das 19h30 de ontem, o hospital 28 de Agosto recebeu um carregamento de cilindros e os pacientes voltaram a receber o oxigênio. O médico Mário Vianna alertou sobre os riscos na diminuição de oferta dos níveis de oxigênio para os pacientes como forma de racionamento. “Se eu tenho paciente com comprometimento pulmonar de 70%, 80% e eu não der oxigênio a ele 100%, eu não estou ajudando-o, eu estou inclusive causando lesão cerebral porque ele não consegue oxigenar direito com 25%, com 30% de oxigênio, e aí vai ter sequela, vai ter uma parada respiratória, parada cardíaca e vai morrer. Estamos vendo cenário de guerra, é preciso que as pessoas acreditem”, apelou o médico. ............. ( Maiores detalhes da reportagem a disposição no site da Agencia Brasil. Aqui não cabe todo o texto ) Edição: Aline Leal	Manaus,Amazonas,crise na saúde,pacientes infectados,covid-19,cilindros de oxigênio,estoque de oxigênio,presidente do Sindicato dos Médicos do Amazonas,Simeam,Mário Vianna,Hospital Universitário Getúlio Vargas,Ministério Público,Polícia Federal,Polícia Civil,Pronto-Socorro 28 de Agosto	25	News & Politics	PT9M53S	593	2d	hd	false	https://i.ytimg.com/vi/7K7LSQd1fRw/maxresdefault.jpg		74	4	0	0	0
1028	UC8Crm-zBd3m5iHV4cl2HLRQ	Dowg Silva	0EoBYwcnHVw	2021-01-16T15:08:43Z	2021-01-16 15:08:43	Colapsona Saúde do Amazonas: Manaus tem hospitais sem oxigênio e toque de recolher	#dowg #silva #dowgsilva #politica #figurapublica #santaritadosapucaí #minasgerais	santa rita do sapucaí,santa rita do sapucai,minas gerais,SBT,SBT Brasil,coronavírus,saúde,pandemia,Covid-19,oxigênio,Manaus,Amazonas,pacientes,hospitais,leitos,estados,insumos,campanha,recursos,arrecadação,artistas,voluntários,sbt japan,sbt tanzania,introduction to sbt,manaus colapso,Colapsona Saúde do Amazonas,Manaus tem hospitais sem oxigênio,toque de recolher,Manaus tem hospitais sem oxigênio e toque de recolher,sul de minas,santa rita do sapucaí minas	25	News & Politics	PT21M18S	1278	2d	hd	false	https://i.ytimg.com/vi/0EoBYwcnHVw/maxresdefault.jpg		9	1	0	0	0
1029	UCC8w09cKVfp2bYnY4Ijg_ug	adielson santos	LTpJyzRt8xw	2021-01-16T18:46:20Z	2021-01-16 18:46:20	Chegou agora em Manaus os oxigênio doados pelo gusttavo lima	#gusttavolima #andressasuita#adielsonsantos		22	People & Blogs	PT40S	40	2d	hd	false	https://i.ytimg.com/vi/LTpJyzRt8xw/maxresdefault.jpg	1	7608	460	4	0	109
1030	UCIeV-naUbn1Skq0wx3-a5UQ	Valleska Loba	TIhSsE1jh18	2021-01-16T20:06:53Z	2021-01-16 20:06:53	💋🐺 LOBA CONVIDA PARA LIVE - OXIGÊNIO PARA NOSSO BRASIL - MANAUS.	LIVE TODOS OS SÁBADOS APARTIR DAS 18 HS... Com Amigos da Alcatéia da Loba. Sejam Todos Bem Vindos... Com “Valleska Loba” SOCORRO PARA MANAUS Se você não pode participar veja no gravado queridos (as)...Ajuda a Alcatéia da Loba... Até o próxima LIVE, espero que tenham gostado. Um Beijo da Loba. ___________________________________________________ SEJA UM INSCRITO... , DO NOSSO CANAL "VALLESKA LOBA".... HÁ NÃO ESQUEÇA DE ATIVAR O SININHO... 🔔, PARA RECEBER NOVOS VÍDEOS. DEDINHO NO LIKE... , COMENTEM E COMPARTILHEM, MANDEM SUGESTÕES DE RECEITAS PARA NOSSA “GASTROLOGA CHEF DE COZINHA PALLOMA SANTANA” QUE IRÁ FAZER PARA VOCÊ. NOS SIGA TAMBÉM EM NOSSA REDES SOCIAIS ENVIE EMAIL: valeska.loba@hotmail.com FACE: Valleska Loba INSTAGRAM: @valleskaloba Nossos Pets estão com Instagram: @marleyehachi.ofc, Um Beijo da Loba....💋🐺. #Live, #OxigênioParaManaus,	lives	24	Entertainment	PT3M42S	222	2d	hd	false	https://i.ytimg.com/vi/TIhSsE1jh18/maxresdefault.jpg		145			0	51
1031	UCNqailvx4U2kn2TsVYfCRHQ	Buscando a palavra de Deus	5e1IzlMscUQ	2021-01-16T17:35:51Z	2021-01-16 17:35:51	GUSTAVO LIMA DOA 150 CILINDROS DE OXIGÊNIO PARA MANAUS	GUSTAVO LIMA DOA 150 CILINDROS DE OXIGÊNIO PARA MANAUS A atitude do cantor Gustavo Lima, foi sem palavras. Eu acredito muito que Deus usou a vida dele para doar esses cilindros de oxigênio e assim beneficiar muitas vidas.🙌🏻🔥 Louvado e Exaltado é o nome do Senhor... Parabéns pela atitude Gustavo Lima! Glória a Deus!!! ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~ GUSTAVO LIMA DOA 150 CILINDROS DE OXIGÊNIO PARA MANAUS LINK DO CANAL: http://www.youtube.com/c/BuscandoapalavradeDeus INSTAGRAM: @pastoraivinaoficial E-MAIL: pastoraivinafernanda@gmail.com COMPARTILHEM ESSE VÍDEO:https:https://youtu.be/O2SJLvzZyQc ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~ Se inscreva no canal das minhas filhas se possível e venha conhecer um pouco de Portugal e se divertir nos desafios, receitas, passeios e brincadeiras realizadas!!! Desde já agradeço a todos.... LINK DO CANAL: http://www.youtube.com/c/FernandaeVittoriaoficial INSTAGRAM: @fernandaevittoria E-MAIL: pastoraivinafernanda@gmail.com ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~ GUSTAVO LIMA DOA 150 CILINDROS DE OXIGÊNIO PARA MANAUS VOCÊ TEM GOSTADO DO CANAL? ENTÃO SE INSCREVA, NOS AJUDE A FAZER O CANAL CRESCER... TODA SEMANA UM VÍDEO NOVO COM DINÂMICAS E QUEBRA-GELOS... PARA SUA CÉLULA E PEQUENOS GRUPOS, MULTIPLICAREM... OBRIGADA, GRANDE ABRAÇOS. SHALOM!!! ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~ #GUSTAVOLIMA #MANAUS	GUSTAVO LIMA DOA 150 CILINDROS DE OXIGÊNIO PARA MANAUS,Gustavo Lima doa 150 cilindros de oxigênio para Manaus,GUSTAVO LIMA DOA UM AVIÃO COM 150 CILINDROS DE OXIGÊNIO PARA MANAUS,GUSTAVO LIMA DOA OXIGÊNIO PARA MANAUS,gustavo lima doa um avião de oxigênio para manaus,gustavo lima doa cilindros de oxigênio para manaus,GUSTAVO LIMA DOA OXIGÊNIO PARA HOSPITAL EM MANAUS,Gustavo Lima doa cilindros de oxigênio para Manaus,Gustavo Lima doa oxigênio para hospitais em Manaus,MANAUS	22	People & Blogs	PT1M1S	61	2d	sd	false	https://i.ytimg.com/vi/5e1IzlMscUQ/maxresdefault.jpg	1	179	23	1	0	12
1032	UCZCafDW2dM_IulcfLX3MH6A	thathy tudo sobre os famosos	fkUVtj77-YE	2021-01-16T13:51:34Z	2021-01-16 13:51:34	Gusttavo Lima manda vários cilindros de oxigênio para Manaus.	meta do canal chegar aos 100 mil inscritos em 2021.conto com todos vcs meus amores. insta.@thathylimaa Obrigado fiquem com Deus meus amores 🤗😘❣🙌	#gusttavolima,#cilindrosdeoxigenio,#manauspedeajuda	24	Entertainment	PT1M32S	92	2d	hd	false	https://i.ytimg.com/vi/fkUVtj77-YE/maxresdefault.jpg	1	84	11	0	0	5
1033	UC4U3B4jMY86kdlOTuPpN5Pw	Francis Dias	_fy4w0Sn22E	2021-01-16T08:21:33Z	2021-01-16 08:21:33	LIVE-Warzone Oxigênio para Manaus	Competitive Player	#PS4Live,PlayStation 4,Sony Interactive Entertainment,Call of Duty®: Modern Warfare®,IIIDiaZ	20	Gaming	PT5H15M23S	923	2d	hd	false	https://i.ytimg.com/vi/_fy4w0Sn22E/maxresdefault.jpg		25	4	0	0	0
